                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.65075,                0.34287,                0.94731,                0.83748,                0.82647,                0.85238,                0.49253,                 1.5293,                0.92393,                  1.631,               0.001882,               0.001882,               0.001882
                     84,                0.64352,                0.34298,                0.94071,                0.84166,                0.84434,                0.85678,                0.50275,                  1.471,                0.90151,                 1.5765,               0.001783,               0.001783,               0.001783
                     85,                0.64011,                0.33869,                0.94808,                0.80989,                0.84399,                0.84385,                0.48991,                  1.501,                0.98719,                 1.6142,               0.001684,               0.001684,               0.001684
                     86,                0.63299,                0.33273,                0.94544,                0.80109,                0.86792,                0.83954,                0.48492,                 1.4952,                0.99149,                 1.6005,               0.001585,               0.001585,               0.001585
                     87,                0.62383,                0.32763,                 0.9345,                0.82904,                0.85377,                0.84053,                 0.4805,                 1.5216,                0.98252,                 1.6413,               0.001486,               0.001486,               0.001486
                     88,                0.61769,                0.32488,                0.93862,                0.79173,                0.85849,                  0.854,                0.50043,                 1.4666,                0.98115,                 1.5733,               0.001387,               0.001387,               0.001387
                     89,                0.60534,                0.31988,                 0.9286,                0.77934,                0.88295,                0.85042,                0.50084,                 1.5055,                0.99718,                 1.6139,               0.001288,               0.001288,               0.001288
                     90,                0.60351,                0.32128,                0.93318,                0.84949,                0.83019,                0.84477,                0.49688,                 1.4932,                0.95251,                 1.6119,               0.001189,               0.001189,               0.001189
                     91,                0.59279,                0.31533,                0.92164,                 0.8037,                0.86906,                0.86081,                 0.5027,                 1.5201,                0.97157,                 1.6267,                0.00109,                0.00109,                0.00109
                     92,                0.58858,                0.31146,                0.92979,                0.83536,                 0.8377,                0.86203,                0.50608,                 1.5057,                0.95692,                 1.6127,               0.000991,               0.000991,               0.000991
                     93,                0.58085,                0.30867,                0.92434,                0.83014,                 0.8299,                0.84327,                0.49234,                 1.5444,                0.95862,                  1.657,               0.000892,               0.000892,               0.000892
                     94,                0.58104,                0.30495,                0.92096,                0.85147,                 0.8112,                0.84489,                0.49418,                 1.5269,                0.99857,                  1.651,               0.000793,               0.000793,               0.000793
                     95,                0.56501,                0.29764,                0.91874,                0.78493,                0.88208,                 0.8398,                0.48637,                 1.5464,                0.99582,                 1.6593,               0.000694,               0.000694,               0.000694
                     96,                0.58317,                0.30925,                0.92806,                0.79283,                0.86649,                0.84717,                0.49651,                 1.5345,                0.98356,                  1.671,               0.000595,               0.000595,               0.000595
                     97,                0.58311,                0.30641,                0.92468,                 0.8123,                0.84906,                0.84157,                0.49499,                 1.5261,                0.97081,                  1.662,               0.000496,               0.000496,               0.000496
                     98,                0.56485,                0.30138,                0.92102,                0.80292,                0.84906,                0.84212,                0.49701,                 1.5254,                 0.9888,                 1.6623,               0.000397,               0.000397,               0.000397
                     99,                0.56495,                 0.2992,                0.92123,                0.82125,                0.83962,                0.84505,                0.49841,                 1.5165,                 1.0014,                 1.6531,               0.000298,               0.000298,               0.000298
